Country,Year,Category,Value
United States,1994,All Suicide,11.1
United States,1994,Expected Lifespan,75.6
United States,1995,All Diseases,348
United States,1995,All Exterrnal Factors,41.7
United States,1995,All Suicide,11.1
United States,1995,Expected Lifespan,75.6
United States,1996,All Diseases,338.7
United States,1996,All Exterrnal Factors,41
United States,1996,All Suicide,10.8
United States,1996,Expected Lifespan,76
United States,1997,All Diseases,329.4
United States,1997,All Exterrnal Factors,40.3
United States,1997,All Suicide,10.5
United States,1997,Expected Lifespan,76.4
United States,1998,All Diseases,322.8
United States,1998,All Exterrnal Factors,39.7
United States,1998,All Suicide,10.4
United States,1998,Expected Lifespan,76.6
United States,1999,All Diseases,350.5
United States,1999,All Exterrnal Factors,39.7
United States,1999,All Suicide,9.8
United States,1999,Expected Lifespan,76.6
United States,2000,All Diseases,342.4
United States,2000,All Exterrnal Factors,38.6
United States,2000,All Suicide,9.5
United States,2000,Expected Lifespan,76.6
United States,2001,All Diseases,334.3
United States,2001,All Exterrnal Factors,40.2
United States,2001,All Suicide,9.8
United States,2001,Expected Lifespan,76.8
United States,2002,All Diseases,330.1
United States,2002,All Exterrnal Factors,40.7
United States,2002,All Suicide,10
United States,2002,Expected Lifespan,76.9
United States,2003,All Diseases,324.2
United States,2003,All Exterrnal Factors,40.9
United States,2003,All Suicide,9.8
United States,2003,Expected Lifespan,77
United States,2004,All Diseases,308.4
United States,2004,All Exterrnal Factors,41
United States,2004,All Suicide,10
United States,2004,Expected Lifespan,77.5
United States,2005,All Diseases,305.9
United States,2005,All Exterrnal Factors,42.3
United States,2005,All Suicide,9.9
United States,2005,Expected Lifespan,77.5
United States,2006,All Diseases,292.5
United States,2006,All Exterrnal Factors,43.5
United States,2006,All Suicide,10
United States,2006,Expected Lifespan,77.7
United States,2007,All Diseases,286.3
United States,2007,All Exterrnal Factors,43.3
United States,2007,All Suicide,10.3
United States,2007,Expected Lifespan,78
United States,2008,All Diseases,288.5
United States,2008,All Exterrnal Factors,41.7
United States,2008,All Suicide,10.6
United States,2008,Expected Lifespan,78
United States,2009,All Diseases,277.8
United States,2009,All Exterrnal Factors,39.7
United States,2009,All Suicide,10.7
United States,2009,Expected Lifespan,78.4
United States,2010,All Diseases,272.8
United States,2010,All Exterrnal Factors,39.6
United States,2010,All Suicide,11
United States,2010,Expected Lifespan,78.5
United States,2011,All Diseases,270.2
United States,2011,All Exterrnal Factors,40.4
United States,2011,All Suicide,11.3
United States,2011,Expected Lifespan,78.6
United States,2012,All Diseases,264.8
United States,2012,All Exterrnal Factors,40.3
United States,2012,All Suicide,11.5
United States,2012,Expected Lifespan,78.7
United States,2013,All Diseases,267.4
United States,2013,All Exterrnal Factors,40.4
United States,2013,All Suicide,11.5
United States,2013,Expected Lifespan,78.8
WORLD,1980,All Diseases,473
WORLD,1980,All Exterrnal Factors,61.23
WORLD,1980,All Suicide,12.71
WORLD,1980,Expected Lifespan,62.8
WORLD,1981,All Diseases,475.5
WORLD,1981,All Exterrnal Factors,63.93
WORLD,1981,All Suicide,13.09
WORLD,1981,Expected Lifespan,63.1
WORLD,1982,All Diseases,463.6
WORLD,1982,All Exterrnal Factors,60.06
WORLD,1982,All Suicide,13.3
WORLD,1982,Expected Lifespan,63.5
WORLD,1983,All Diseases,449.8
WORLD,1983,All Exterrnal Factors,56.54
WORLD,1983,All Suicide,10.58
WORLD,1983,Expected Lifespan,63.7
WORLD,1984,All Diseases,438
WORLD,1984,All Exterrnal Factors,56.28
WORLD,1984,All Suicide,10.38
WORLD,1984,Expected Lifespan,64
WORLD,1985,All Diseases,464.3
WORLD,1985,All Exterrnal Factors,55.75
WORLD,1985,All Suicide,12.73
WORLD,1985,Expected Lifespan,64.2
WORLD,1986,All Diseases,442.3
WORLD,1986,All Exterrnal Factors,53.89
WORLD,1986,All Suicide,11.83
WORLD,1986,Expected Lifespan,64.5
WORLD,1987,All Diseases,435.4
WORLD,1987,All Exterrnal Factors,52.03
WORLD,1987,All Suicide,11.02
WORLD,1987,Expected Lifespan,64.8
WORLD,1988,All Diseases,433.7
WORLD,1988,All Exterrnal Factors,55.66
WORLD,1988,All Suicide,11.36
WORLD,1988,Expected Lifespan,65
WORLD,1989,All Diseases,417.8
WORLD,1989,All Exterrnal Factors,56.94
WORLD,1989,All Suicide,11.36
WORLD,1989,Expected Lifespan,65.2
WORLD,1990,All Diseases,420.4
WORLD,1990,All Exterrnal Factors,56.53
WORLD,1990,All Suicide,11.27
WORLD,1990,Expected Lifespan,65.4
WORLD,1991,All Diseases,420.3
WORLD,1991,All Exterrnal Factors,57.71
WORLD,1991,All Suicide,11.27
WORLD,1991,Expected Lifespan,65.6
WORLD,1992,All Diseases,428.6
WORLD,1992,All Exterrnal Factors,59.17
WORLD,1992,All Suicide,11.32
WORLD,1992,Expected Lifespan,65.7
WORLD,1993,All Diseases,445.8
WORLD,1993,All Exterrnal Factors,62.71
WORLD,1993,All Suicide,12.2
WORLD,1993,Expected Lifespan,65.9
WORLD,1994,All Diseases,448.3
WORLD,1994,All Exterrnal Factors,63.94
WORLD,1994,All Suicide,12.67
WORLD,1994,Expected Lifespan,66.1
WORLD,1995,All Diseases,443.4
WORLD,1995,All Exterrnal Factors,62.48
WORLD,1995,All Suicide,12.88
WORLD,1995,Expected Lifespan,66.3
WORLD,1996,All Diseases,440.9
WORLD,1996,All Exterrnal Factors,58.75
WORLD,1996,All Suicide,12.68
WORLD,1996,Expected Lifespan,66.6
WORLD,1997,All Diseases,426.9
WORLD,1997,All Exterrnal Factors,55.22
WORLD,1997,All Suicide,11.98
WORLD,1997,Expected Lifespan,66.9
WORLD,1998,All Diseases,429.1
WORLD,1998,All Exterrnal Factors,53.87
WORLD,1998,All Suicide,12.19
WORLD,1998,Expected Lifespan,67.1
WORLD,1999,All Diseases,424.9
WORLD,1999,All Exterrnal Factors,53.98
WORLD,1999,All Suicide,12.1
WORLD,1999,Expected Lifespan,67.3
WORLD,2000,All Diseases,421.3
WORLD,2000,All Exterrnal Factors,53.72
WORLD,2000,All Suicide,11.52
WORLD,2000,Expected Lifespan,67.6
WORLD,2001,All Diseases,421.6
WORLD,2001,All Exterrnal Factors,53.83
WORLD,2001,All Suicide,11.53
WORLD,2001,Expected Lifespan,67.9
WORLD,2002,All Diseases,430.4
WORLD,2002,All Exterrnal Factors,55.74
WORLD,2002,All Suicide,11.44
WORLD,2002,Expected Lifespan,68.2
WORLD,2003,All Diseases,433.8
WORLD,2003,All Exterrnal Factors,54.61
WORLD,2003,All Suicide,10.91
WORLD,2003,Expected Lifespan,68.4
WORLD,2004,All Diseases,431.5
WORLD,2004,All Exterrnal Factors,54.46
WORLD,2004,All Suicide,10.89
WORLD,2004,Expected Lifespan,68.8
WORLD,2005,All Diseases,432.2
WORLD,2005,All Exterrnal Factors,54.24
WORLD,2005,All Suicide,10.6
WORLD,2005,Expected Lifespan,69
WORLD,2006,All Diseases,416.5
WORLD,2006,All Exterrnal Factors,51.62
WORLD,2006,All Suicide,10.15
WORLD,2006,Expected Lifespan,69.3
WORLD,2007,All Diseases,415.5
WORLD,2007,All Exterrnal Factors,50.01
WORLD,2007,All Suicide,10.55
WORLD,2007,Expected Lifespan,69.6
WORLD,2008,All Diseases,417.7
WORLD,2008,All Exterrnal Factors,48.75
WORLD,2008,All Suicide,9.81
WORLD,2008,Expected Lifespan,69.9
WORLD,2009,All Diseases,364.9
WORLD,2009,All Exterrnal Factors,45.13
WORLD,2009,All Suicide,9.96
WORLD,2009,Expected Lifespan,70.2
WORLD,2010,All Diseases,358.8
WORLD,2010,All Exterrnal Factors,44.16
WORLD,2010,All Suicide,9.54
WORLD,2010,Expected Lifespan,70.5
WORLD,2011,All Diseases,346.9
WORLD,2011,All Exterrnal Factors,43.79
WORLD,2011,All Suicide,9.48
WORLD,2011,Expected Lifespan,70.8
WORLD,2012,All Diseases,332.9
WORLD,2012,All Exterrnal Factors,39.41
WORLD,2012,All Suicide,8.46
WORLD,2012,Expected Lifespan,71
WORLD,2013,All Diseases,321.8
WORLD,2013,All Exterrnal Factors,37.61
WORLD,2013,All Suicide,8.37
WORLD,2013,Expected Lifespan,71.2
